Typeofsales,Specialisation,Dept,Dateofbill,Quantity,ReturnQuantity,Final_Cost,Final_Sales,RtnMRP,Formulation,DrugName,SubCat,SubCat1
0,3,3,1/15/2012,-0.7601340813261029,-0.8766355159686104,0.7132854021768232,-0.9441728544795284,-0.12463623426548703,1,3,0,0
0,1,0,1/16/2012,-0.7601340813261029,0.890602874294316,-1.074861983683957,0.33277147818843167,0.4664289984828958,0,4,2,1
1,2,0,1/17/2012,-0.7601340813261029,1.4796823377152915,-0.04180925452914228,-1.5451438389784664,0.39547320767986693,4,2,3,1
0,0,0,1/18/2012,1.6576114991028414,0.890602874294316,0.3099736892118258,-0.20211843930639853,-0.05437951529302999,1,2,2,0
1,0,2,1/19/2012,2.2620478942100775,0.890602874294316,0.2648152348643937,-0.34835012813565946,-0.635308206498123,4,4,2,1
0,0,3,1/20/2012,-0.7601340813261029,0.890602874294316,-1.1985168735663456,-1.6678557456883358,-1.1991096378542092,4,3,4,1
1,0,2,1/21/2012,1.6576114991028414,0.30152341087334045,0.7062780558125664,-1.5689809794772802,0.44405869990460095,4,4,0,1
0,1,0,1/22/2012,-0.7601340813261029,-0.8766355159686104,0.5129743899460505,1.1906617018506191,-1.6839159523556921,1,0,3,1
0,0,2,1/23/2012,-0.7601340813261029,-1.465714979389586,-1.6924286203318337,-0.40170159792072624,0.38988063303529336,4,1,1,0
1,1,3,1/24/2012,1.0531751039956052,0.890602874294316,-0.6689313634919144,1.4781883936070204,-1.134445493526326,3,2,0,1
0,3,0,1/25/2012,1.0531751039956052,0.890602874294316,0.16048363344101596,-0.5857694579855305,-0.4685795749067697,2,1,2,0
1,3,2,1/26/2012,0.7509569064419872,-0.287556052547635,-0.5444978795690528,-1.3535299018918485,1.312305913474668,2,0,0,0
1,2,1,1/27/2012,-0.7601340813261029,0.890602874294316,-1.1728940515071444,0.2646099506970012,-0.19629109689908772,2,1,0,1
1,3,2,1/28/2012,-0.7601340813261029,0.30152341087334045,-0.5711116394979471,1.6877154481099066,-0.6803983395699985,2,4,0,0
1,1,1,1/29/2012,-0.1556976862188669,0.30152341087334045,-0.884885037808553,-0.5720525235860651,-1.0023209175482721,0,0,0,0
1,0,3,1/30/2012,-0.7601340813261029,-0.8766355159686104,-0.5542656957131682,1.3140083253193329,1.2595259902665035,0,1,4,0
1,1,2,1/31/2012,-0.7601340813261029,-0.8766355159686104,1.024369111983977,1.1982430409145914,0.6953750229951315,4,0,4,1
1,3,0,2/1/2012,-0.7601340813261029,-0.287556052547635,-0.7620795232430441,-0.46732425837678004,-1.635330460130958,1,3,0,0
0,1,3,2/2/2012,-0.7601340813261029,-0.287556052547635,-1.2641311167952949,0.9678055954120061,0.7652822060523028,2,3,0,1
1,2,3,2/3/2012,-0.7601340813261029,-1.465714979389586,0.15751081983193765,0.588386021791835,0.9743046833932449,1,3,1,0
1,0,3,2/4/2012,-0.7601340813261029,-1.465714979389586,0.20309396183780956,-0.5916229569837598,-1.620300415773666,1,2,4,0
0,4,2,2/5/2012,0.7509569064419872,-0.287556052547635,-1.6966754969162319,-1.2487663746404054,-1.4441343144695946,1,0,1,0
1,0,3,2/6/2012,-0.7601340813261029,-0.8766355159686104,0.10598205060790829,-0.1859684239980307,-0.24347844546267836,2,4,2,1
1,0,1,2/7/2012,1.9598296966564595,0.30152341087334045,1.2252463744260027,-0.9017878798056022,-0.32177449048671,3,4,2,1
1,2,3,2/8/2012,-0.1556976862188669,-0.287556052547635,-1.4766872898444152,-1.4760654983909278,1.5125899929334639,4,0,0,1
0,3,0,2/9/2012,2.5642660917636957,-0.287556052547635,-1.2473559542869228,-1.3638969422863032,0.23503622256365903,1,1,4,1
1,1,3,2/10/2012,-0.7601340813261029,0.890602874294316,0.19205208271837473,1.0451705159066764,1.416817152145139,4,0,3,1
1,2,1,2/11/2012,2.5642660917636957,1.4796823377152915,1.4676722461187222,-0.8252339862805658,1.129498629780165,2,3,4,1
1,0,3,2/12/2012,-0.45791588377248493,0.890602874294316,0.47262906239426955,-0.15444415830877115,-0.9261220880159555,2,3,1,1
1,2,0,2/13/2012,0.14652051133475114,1.4796823377152915,0.7096047758036784,0.5193782052886122,1.5227265344767533,4,2,1,0
0,3,3,2/14/2012,1.0531751039956052,-0.8766355159686104,-0.19122852902354534,-0.2406598513851018,0.8729392679603465,4,1,0,1
1,1,1,2/15/2012,-0.7601340813261029,-0.287556052547635,-1.0518580688518013,0.03660558610331867,1.2654681008263633,4,4,4,1
0,2,3,2/16/2012,-0.7601340813261029,-0.287556052547635,-0.21968260213901206,-1.5541003976866006,-1.3095629870845398,4,2,2,0
0,0,2,2/17/2012,-0.7601340813261029,-0.8766355159686104,-0.6719041771009929,1.492857403144752,-0.8030854458353341,2,4,4,1
1,3,0,2/18/2012,-0.7601340813261029,1.4796823377152915,-0.5088948975365162,0.20226666016164244,-0.35393179469300884,1,0,3,0
0,0,3,2/19/2012,0.4487387088883692,-0.287556052547635,1.4889066290407122,0.16213845618582884,1.042114650958701,2,3,4,1
0,0,1,2/20/2012,0.14652051133475114,-0.287556052547635,1.2561070109392949,1.4756847886138016,1.0543484079937062,0,0,2,0
1,3,0,2/21/2012,-0.7601340813261029,-1.465714979389586,-0.6759387098561712,1.5270263219958622,-1.3319332856628345,4,1,4,1
0,0,3,2/22/2012,-0.7601340813261029,-1.465714979389586,-0.5964513364515217,1.4362265634389904,-1.6804205932028335,2,2,1,0
1,0,0,2/23/2012,-0.7601340813261029,-0.287556052547635,-0.4503587819482304,0.8764063821384479,0.6723056525862652,4,0,3,1
1,3,1,2/24/2012,0.14652051133475114,-0.8766355159686104,0.706348837088973,1.1374865422763427,-0.8684486619937892,2,3,1,1
0,2,2,2/25/2012,-0.1556976862188669,0.30152341087334045,0.08375672981622549,-1.1610344137512805,-1.3763243469041384,0,2,2,0
1,2,2,2/26/2012,0.14652051133475114,-0.8766355159686104,-1.4343600865532482,1.1246511589308277,-1.720267687545421,0,3,3,1
1,2,1,2/27/2012,-0.7601340813261029,1.4796823377152915,1.2545498228583492,1.652488667994056,-1.610163874230376,1,1,2,0
0,4,2,2/28/2012,0.7509569064419872,-1.465714979389586,-1.4215486755236475,-0.9740750662295194,-0.41475104395274787,0,1,1,1
1,3,1,3/1/2012,-0.1556976862188669,-1.465714979389586,1.2314751267497863,-0.8128922715252629,0.8600064390947701,4,1,2,0
1,3,1,3/2/2012,-0.7601340813261029,-0.287556052547635,1.2239723114506833,1.534537136975518,-1.5468978735636363,2,1,2,0
1,3,2,3/3/2012,-0.7601340813261029,-0.8766355159686104,-0.7627165547307038,-1.1948154501386523,-0.5293988241665087,2,2,1,1
0,1,2,3/4/2012,0.7509569064419872,-0.8766355159686104,-1.4431369648276708,-1.143297606545802,-1.2165864336185022,1,3,3,1
0,2,1,3/5/2012,-0.7601340813261029,0.890602874294316,-1.5229782446143534,-0.6164121726208398,1.4398865225540054,2,1,1,0
0,2,0,3/6/2012,0.14652051133475114,-0.287556052547635,1.5649965011778433,-0.4987779999817236,-0.28507321938169516,0,0,3,1
0,3,2,3/7/2012,0.14652051133475114,0.30152341087334045,1.4103394122293493,0.5611637252458523,0.5849216737648011,2,0,0,0
1,4,3,3/8/2012,1.3553933015492232,0.30152341087334045,-1.3739128765019835,0.4738549088626235,1.2357575480270655,4,2,4,0
1,0,1,3/9/2012,1.3553933015492232,-0.287556052547635,0.8670931158084378,1.1191502803541782,-0.22565211378309952,4,2,2,1
1,0,3,3/10/2012,-0.45791588377248493,-0.8766355159686104,1.1513507218574774,-0.9507315943209178,-0.7562476331870295,4,4,4,1
1,0,3,3/11/2012,0.14652051133475114,0.30152341087334045,-1.5633943534425412,-0.4097060814905943,-1.6049208355010884,3,0,4,1
1,2,0,3/12/2012,-0.7601340813261029,-0.8766355159686104,1.493082724348704,1.1429874208529918,0.8184116651757533,3,2,3,1
1,3,0,3/13/2012,1.0531751039956052,-0.287556052547635,-0.9958700792141543,0.8511940219954719,1.0945450382515796,4,0,0,0
1,4,2,3/14/2012,0.4487387088883692,0.30152341087334045,1.0670502216571773,1.2274047497792642,-0.8163678106161967,2,0,3,1
1,0,2,3/15/2012,0.7509569064419872,-0.287556052547635,-0.6610038605343714,1.5619357437322905,-0.23718679898753295,0,0,1,1
0,1,0,3/16/2012,-0.7601340813261029,-0.8766355159686104,0.4976856342422179,0.7435037452449142,0.2196566422910812,4,1,2,0
1,4,3,3/17/2012,-0.7601340813261029,0.890602874294316,0.5112756393122913,-0.7301675206225751,-0.3756030214407318,2,3,4,0
1,0,2,3/18/2012,1.9598296966564595,-0.287556052547635,1.346070013252126,-1.2657626789605654,0.19449005639049957,3,4,1,1
0,0,1,3/19/2012,-0.45791588377248493,0.30152341087334045,1.6833427953297344,1.5382749134442666,-1.6395248911143883,3,3,2,1
0,3,0,3/20/2012,-0.7601340813261029,1.4796823377152915,-0.37731250469658456,-0.2590666373915821,0.26230002395595586,4,2,1,1
0,4,1,3/21/2012,-0.1556976862188669,0.30152341087334045,0.6956608643515714,0.5823209505406575,0.14765224374219496,1,4,3,1
0,3,0,3/22/2012,-0.7601340813261029,1.4796823377152915,1.2635390449619917,0.7705849936222645,-0.22250629054552692,4,2,1,0
0,0,0,3/23/2012,-0.45791588377248493,0.30152341087334045,0.5201940801395274,1.67650211870366,-0.6894862733674308,3,1,1,0
1,1,2,3/24/2012,0.14652051133475114,-0.287556052547635,1.7039401467640645,0.24916517623179352,-1.29942644554125,1,0,2,1
1,0,0,3/25/2012,-0.7601340813261029,-0.287556052547635,-0.6181811883083581,-1.3703851580433766,-0.3895844580521663,0,1,0,1
1,3,3,3/26/2012,-0.7601340813261029,-0.8766355159686104,0.612917552232217,0.7992530338967254,-0.29101532994155477,3,3,2,1
1,1,1,3/27/2012,0.14652051133475114,1.4796823377152915,0.3032494679531957,1.0003877223660058,0.26369816761709924,4,4,3,1
1,4,1,3/28/2012,1.3553933015492232,-0.8766355159686104,0.5272722077801908,-1.3623101503891926,-0.9823973703769784,0,3,4,1
1,2,2,3/29/2012,-0.7601340813261029,-1.465714979389586,0.9022714101825344,0.15388713832085474,-0.27528621375369117,4,1,2,0
1,0,3,3/30/2012,-0.7601340813261029,-0.287556052547635,1.694597018278389,0.8835998387386819,0.8827262735883504,0,1,3,0
1,3,3,3/31/2012,0.7509569064419872,0.30152341087334045,0.4352565484515673,0.0913675375747057,1.538106114749331,1,0,2,1
0,3,1,4/1/2012,-0.7601340813261029,-0.287556052547635,-1.0337380620917032,-1.4456343560085665,1.2787504656072255,2,2,1,0
1,1,3,4/2/2012,1.3553933015492232,0.890602874294316,-0.05610707236328211,1.0120947203624644,0.569891629407509,4,0,3,1
0,3,3,4/3/2012,-0.1556976862188669,0.890602874294316,1.487844909894613,-0.4234935399743755,0.8198098088368965,4,1,2,1
1,4,0,4/4/2012,1.3553933015492232,-1.465714979389586,-1.3924575709205214,-0.7017815766853782,-0.7331782627781629,3,1,2,0
1,4,2,4/5/2012,1.6576114991028414,-0.287556052547635,-0.15810289166524086,-1.542922330322512,0.0948723205340305,3,3,2,0
1,3,3,4/6/2012,-0.7601340813261029,0.890602874294316,-1.7037536245568952,0.8778521258669265,-0.8646037669256448,0,2,3,1
1,3,3,4/7/2012,-0.7601340813261029,0.30152341087334045,-0.3582723413432002,0.8735501567236493,1.336773427544678,3,1,1,1
1,0,3,4/8/2012,-0.45791588377248493,0.30152341087334045,-0.18804337158524692,-1.1543698877834165,1.2724588191320805,4,2,4,1
1,0,3,4/9/2012,-0.7601340813261029,1.4796823377152915,-0.58597570754334,0.8079980203519116,-0.5867227142733892,0,1,0,0
1,3,3,4/10/2012,-0.1556976862188669,1.4796823377152915,0.7720338615943291,0.5573906867349457,-0.32317263414785335,2,1,0,1
1,2,1,4/11/2012,-0.7601340813261029,-1.465714979389586,-0.5429406914881069,0.8556723013495389,0.19099469723764095,2,3,2,0
1,1,1,4/12/2012,-0.45791588377248493,-1.465714979389586,-0.35133577625535023,1.4405990566665832,0.48740115340004697,3,4,2,0
1,2,2,4/13/2012,2.2620478942100775,-1.465714979389586,0.42449779443775876,-1.5842847057738558,1.100836684726725,4,2,1,0
1,4,2,4/14/2012,0.7509569064419872,0.890602874294316,0.5091522010200926,-1.189279309519845,-0.9701636133419734,4,4,4,1
1,0,0,4/15/2012,-0.7601340813261029,-0.8766355159686104,1.52238617278105,1.2578358921616255,-0.8964115352166577,1,1,0,0
0,0,2,4/16/2012,2.5642660917636957,-1.465714979389586,-1.0972288670284533,0.8095495502068641,1.693649597051537,4,4,1,0
0,4,2,4/17/2012,-0.7601340813261029,-0.287556052547635,-0.9657172554649285,-0.3504305886229821,1.2458940895703552,4,4,3,0
1,2,3,4/18/2012,-0.7601340813261029,-0.8766355159686104,1.1283468070253215,0.31908980583112445,-0.49199848123092216,3,1,0,1
1,4,3,4/19/2012,-0.7601340813261029,-1.465714979389586,0.08941923192875624,-0.408401385930748,-0.7359745501004497,1,4,3,1
0,4,3,4/20/2012,-0.7601340813261029,1.4796823377152915,0.9718494048902554,-0.14816751480464554,-1.121163128745463,2,0,4,0
1,4,3,4/21/2012,-0.1556976862188669,-0.287556052547635,1.6834843578825476,-0.7243140216243455,-1.1271052393053227,3,1,3,0
1,4,1,4/22/2012,-0.45791588377248493,-0.287556052547635,0.20564208778844845,-1.659498641696888,-0.48710497841692013,1,1,0,0
1,1,2,4/23/2012,-0.45791588377248493,0.30152341087334045,0.04284515205319156,-0.6188452535297424,1.6464622484879468,1,4,1,1
1,3,2,4/24/2012,-0.45791588377248493,0.30152341087334045,1.5031336655984455,0.9557459769939669,0.7942936870210288,1,2,4,0
1,1,2,4/25/2012,-0.7601340813261029,1.4796823377152915,0.7370679110494521,1.0041607608769125,0.2332885429872296,3,2,2,0
0,0,3,4/26/2012,-0.7601340813261029,-0.287556052547635,0.14307143944498427,1.1049749394066588,-0.16203657720107367,3,3,2,0
0,0,2,4/27/2012,-0.45791588377248493,-0.287556052547635,0.4097752889451791,0.8741496114403353,0.8991544616067857,4,2,1,1
1,3,0,4/28/2012,-0.7601340813261029,0.890602874294316,-0.7579034279350526,-0.5437371037331844,0.07075434237930649,2,0,2,0
0,0,3,4/29/2012,0.7509569064419872,1.4796823377152915,-1.2191850062770828,1.076906353848884,0.5153640266229159,3,4,3,1
0,3,0,4/30/2012,1.9598296966564595,0.30152341087334045,0.1145465850531112,-1.180216964685237,-0.6821460191464279,1,0,3,1
0,0,0,5/1/2012,-0.45791588377248493,1.4796823377152915,0.8187495040227069,0.9715786339229127,0.5884170329176595,3,1,4,1
0,0,3,5/2/2012,1.3553933015492232,0.890602874294316,1.2039412102276061,0.8789805112159825,1.4884720147787394,3,2,4,0
1,2,2,5/3/2012,1.3553933015492232,-0.8766355159686104,-1.6724683003851633,1.680909873973411,-1.260977494859806,1,3,1,1
0,3,1,5/4/2012,-0.45791588377248493,-0.8766355159686104,0.19743145972527879,-1.4862562285745922,0.15743924937019899,0,1,0,1
0,4,0,5/5/2012,-0.7601340813261029,0.890602874294316,0.34288698274091056,0.5987530621862897,0.8530157207890529,4,4,0,0
1,4,0,5/6/2012,-0.7601340813261029,-1.465714979389586,1.515803514075233,-1.0978448342041291,-0.735275478269878,2,3,2,0
1,3,0,5/7/2012,1.6576114991028414,0.30152341087334045,-0.8402220523959673,1.4520592203679359,-1.258530743452805,3,0,1,1
1,3,0,5/8/2012,0.4487387088883692,0.30152341087334045,-1.3632249037645818,-0.1813490964753316,0.998422661547969,4,0,4,0
1,3,2,5/9/2012,-0.7601340813261029,1.4796823377152915,0.3225019751358002,-0.9979474687704912,-0.5066789896729279,4,1,3,1
1,3,0,5/10/2012,0.4487387088883692,1.4796823377152915,0.5516209668640726,-0.7568256244940295,-0.9554831048999675,3,3,4,1
0,3,3,5/11/2012,0.4487387088883692,-1.465714979389586,-1.7079297198648866,1.4870391661886806,-0.2941611531791274,0,2,0,1
1,1,0,5/12/2012,1.6576114991028414,-0.287556052547635,-0.6786283983596233,1.46066315865449,0.29061243309411006,4,3,3,1
0,3,1,5/13/2012,-0.45791588377248493,-1.465714979389586,0.18391223593161163,-1.0935781271030103,-0.59930600722368,2,1,3,0
1,4,3,5/14/2012,-0.1556976862188669,-0.8766355159686104,-0.7428270160604398,-1.5712730122175507,-0.788754473308614,1,0,1,0
0,3,0,5/15/2012,0.14652051133475114,-0.8766355159686104,-0.6634104239321971,-0.5704304696467968,-1.4374931320791633,4,2,1,0
1,1,2,5/16/2012,-0.7601340813261029,0.890602874294316,1.0428430251261085,0.880038372480723,-0.9156360105573799,0,4,2,1
1,0,0,5/17/2012,-0.45791588377248493,1.4796823377152915,0.49584532105564555,-0.3901003860507416,-0.4640356080080535,4,4,3,0
0,0,1,5/18/2012,-0.45791588377248493,0.30152341087334045,-0.38750500849914,0.6965347050904468,-1.0872581449627352,1,2,3,1
0,3,0,5/19/2012,2.5642660917636957,0.890602874294316,-0.6278074418996604,1.4959252008124986,-1.6332332446392428,1,3,2,0
0,0,2,5/20/2012,0.7509569064419872,1.4796823377152915,0.8694288979298566,1.5938478918852879,0.7324258300154324,4,1,1,1
1,2,0,5/21/2012,-0.7601340813261029,-0.8766355159686104,1.617162301889532,-0.1220383415655614,1.2955281895409467,1,0,4,0
1,4,2,5/22/2012,-0.1556976862188669,0.890602874294316,0.6127759896794038,1.1022245001183342,1.1592091825794633,4,2,1,0
0,1,0,5/23/2012,1.3553933015492232,-0.287556052547635,-0.8943697288470419,0.7277063503581264,-0.1665805440997899,4,0,2,1
1,4,2,5/24/2012,0.7509569064419872,-1.465714979389586,-1.0394713454806404,1.7003392592024738,0.6744028680779803,4,2,0,1
0,2,2,5/25/2012,-0.45791588377248493,-0.287556052547635,1.376789087212605,-0.8487185063577996,-0.9177332260490949,1,3,3,0
0,0,0,5/26/2012,0.7509569064419872,-1.465714979389586,0.6157488032884826,-1.2431949719794402,1.5468445126314774,1,2,1,0
0,2,3,5/27/2012,-0.7601340813261029,0.30152341087334045,-0.2534452709849761,0.7762974444518619,0.7320762941001464,0,4,0,1
0,0,0,5/28/2012,-0.7601340813261029,0.30152341087334045,1.5899115104729784,-1.41724841207137,-0.5835768910358164,2,1,0,0
0,2,3,5/29/2012,0.7509569064419872,-1.465714979389586,1.1392471235919432,-0.9448075712383726,0.8086246595477493,1,3,2,0
1,3,2,5/30/2012,2.5642660917636957,-1.465714979389586,0.9003603157195554,0.9578616995234475,-0.7090602846234388,3,2,1,1
1,0,2,5/31/2012,-0.7601340813261029,0.30152341087334045,1.0632988140076254,-1.6043840698039207,1.1557138234266042,2,1,4,0
0,2,0,6/1/2012,-0.7601340813261029,-1.465714979389586,-0.13311710109369926,0.47244442717630325,1.0620381981299951,4,4,2,0
1,1,2,6/2/2012,-0.7601340813261029,0.30152341087334045,-0.04492363069103413,-1.6011399619253839,0.8320435658719012,3,0,1,1
0,2,1,6/3/2012,-0.7601340813261029,0.30152341087334045,0.8837267157639964,1.134912413198808,-0.7663841747303193,4,3,1,0
1,3,2,6/4/2012,-0.7601340813261029,-0.287556052547635,0.3385693248801058,0.15550919226012327,-0.3815451320005914,0,1,2,0
1,4,1,6/5/2012,-0.7601340813261029,-0.8766355159686104,-0.7506837377415759,0.9907964468990275,-1.3476624018506982,4,1,4,0
0,2,2,6/6/2012,0.14652051133475114,-0.8766355159686104,1.2120102757379623,1.546949375815137,1.5220274626461818,0,1,3,1
0,1,3,6/7/2012,1.3553933015492232,1.4796823377152915,-0.6329744750773446,0.35262400792339044,-1.4976133095083304,4,0,1,0
0,0,2,6/8/2012,-0.1556976862188669,-0.8766355159686104,0.3104691581466722,1.2150277729818033,-1.1746421237841993,2,0,2,1
1,1,3,6/9/2012,0.4487387088883692,-1.465714979389586,-0.8778776914442964,-1.1188610113303024,-0.7212940416584438,1,1,4,0
0,3,0,6/10/2012,-0.7601340813261029,0.30152341087334045,-1.5556084130378114,0.022218672902851275,-1.024341680211281,0,4,2,0
0,2,0,6/11/2012,-0.7601340813261029,1.4796823377152915,-0.35190202646660335,-0.6237819394318636,0.617428513886386,3,4,4,0
0,1,1,6/12/2012,-0.7601340813261029,1.4796823377152915,-1.6285131277366438,-1.4215856432568048,1.4674998598615883,2,3,4,0
1,4,1,6/13/2012,1.3553933015492232,-0.8766355159686104,-0.7741831215085784,-1.1188257492881444,-0.9624738232056845,4,1,1,1
0,1,3,6/14/2012,0.7509569064419872,-1.465714979389586,1.6917657672221238,-0.7139117191877331,-1.1309501343734671,0,0,3,1
0,3,1,6/15/2012,-0.7601340813261029,0.30152341087334045,0.3949820021761929,1.2038144435755564,-0.5447784044390863,0,2,4,0
1,0,1,6/16/2012,-0.7601340813261029,-0.8766355159686104,-0.4781758235760372,1.4865102355563105,0.13786523811419096,4,1,3,1
1,3,1,6/17/2012,-0.7601340813261029,-0.8766355159686104,-0.8995367620247261,0.23096996247826126,0.2294436479190852,0,2,3,0
0,1,1,6/18/2012,-0.7601340813261029,1.4796823377152915,-0.13587757087355806,-0.5875678221355889,-1.521032215832483,0,3,1,1
0,4,0,6/19/2012,-0.1556976862188669,-0.287556052547635,-1.2515320495949143,0.734300352241674,-0.649988714940129,2,1,3,0
0,0,1,6/20/2012,1.3553933015492232,0.30152341087334045,1.3128028133410083,-0.9285165077613726,0.14415688458933634,4,0,4,0
0,4,2,6/21/2012,2.2620478942100775,0.890602874294316,-1.4797308847299004,-0.0821922339270118,1.6747746576261011,4,0,4,1
0,4,2,6/22/2012,1.6576114991028414,-0.8766355159686104,-0.9284863040750393,0.6228370369802092,0.3986190309174398,4,4,3,1
0,1,0,6/23/2012,0.14652051133475114,-0.8766355159686104,-0.7596729598452184,-0.571029924363483,-1.1396885322556136,3,3,1,0
1,0,2,6/24/2012,0.4487387088883692,-0.8766355159686104,-0.8441858038747387,0.3301268250265811,-1.450775496860026,0,1,3,0
1,0,2,6/25/2012,-0.7601340813261029,1.4796823377152915,0.8048763738470068,0.43661819234376675,0.5618523033559347,4,0,3,0
0,1,3,6/26/2012,-0.7601340813261029,-0.287556052547635,1.6497216890365836,-1.1194604660469882,1.5713120267014875,4,2,3,1
1,0,1,6/27/2012,0.14652051133475114,-1.465714979389586,1.214416839135788,-0.8379988455417648,0.48460486607776015,2,2,1,0
1,3,1,6/28/2012,-0.7601340813261029,1.4796823377152915,1.4155772266834403,1.3034649747140883,-1.2543363124693745,0,2,1,1
0,4,3,6/29/2012,-0.7601340813261029,0.890602874294316,-0.9214789577107826,1.4068532823213693,1.1242555910508776,3,3,0,0
0,0,2,6/30/2012,-0.7601340813261029,1.4796823377152915,-1.1142163733660453,-1.4755013057163997,-0.8733421648077913,1,3,0,1
1,2,1,7/1/2012,-0.7601340813261029,1.4796823377152915,-1.010946491088767,-0.18967093842462143,0.3458391077092753,3,4,3,0
1,1,3,7/2/2012,-0.7601340813261029,-0.287556052547635,-0.10395521521416644,-0.40917715085822404,-0.9698140774266876,1,3,0,0
0,2,3,7/3/2012,2.5642660917636957,0.890602874294316,1.0477977144745727,-1.2839931547562558,-1.1306005984581815,2,1,0,1
0,3,1,7/4/2012,-0.7601340813261029,-1.465714979389586,0.8469912333089537,-0.5561493425728034,-1.0568485203328657,1,3,4,1
0,1,3,7/5/2012,-0.7601340813261029,-0.8766355159686104,-0.8048314141926506,1.251171366193762,-1.0330800780934275,2,3,2,0
0,1,2,7/6/2012,2.2620478942100775,-0.8766355159686104,0.5533197174978315,-0.43393110445314614,-0.9411521323732474,1,2,3,1
1,3,2,7/7/2012,-0.7601340813261029,1.4796823377152915,-0.8155901682064589,1.3750469202948457,-0.5671487030173812,3,2,1,1
0,4,0,7/8/2012,-0.7601340813261029,-0.8766355159686104,-0.06233582468706581,0.7014361289504099,1.706232890001828,4,1,3,1
1,1,1,7/9/2012,-0.7601340813261029,-1.465714979389586,-1.5949628027198994,1.6300620091815625,-0.9103929718280921,1,1,4,0
0,0,1,7/10/2012,-0.7601340813261029,0.890602874294316,0.5674759727791582,-1.7032235739728183,-0.25046916376839534,0,3,4,0
0,2,1,7/11/2012,-0.7601340813261029,-0.287556052547635,0.6280647453832364,-0.6366525848195368,-0.900605966200088,2,1,4,1
0,4,0,7/12/2012,-0.45791588377248493,-0.287556052547635,-1.2597426776580838,0.46743721718986614,-0.11449969272219723,4,1,4,0
0,2,3,7/13/2012,0.7509569064419872,0.30152341087334045,-0.6486879184396172,-0.7079171720208718,-0.3392512862510028,3,4,4,1
0,4,3,7/14/2012,2.5642660917636957,1.4796823377152915,-0.8068840712084431,1.3550533423912545,-0.9642215027821139,1,2,1,1
1,2,3,7/15/2012,-0.45791588377248493,0.30152341087334045,0.002924512159850001,-1.6340747093009638,0.08263856349902572,2,0,3,0
0,0,3,7/16/2012,-0.7601340813261029,-0.287556052547635,0.6133422398906567,1.6917353209159194,-1.6807701291181192,3,2,4,0
1,1,3,7/17/2012,-0.7601340813261029,-0.287556052547635,0.6146870841423828,1.4443368331353321,0.665664470195834,3,0,0,1
1,1,0,7/18/2012,-0.7601340813261029,1.4796823377152915,1.5036999158096989,-1.406105606749439,-1.7171218643078483,0,4,3,1
1,1,3,7/19/2012,-0.7601340813261029,-0.8766355159686104,0.742871975714796,-1.051016842218294,-0.27318899826197596,3,4,4,0
0,4,2,7/20/2012,-0.7601340813261029,0.890602874294316,-0.17006492737796208,-0.8226245951608732,-0.9792515471394057,2,1,0,1
0,4,2,7/21/2012,-0.45791588377248493,0.890602874294316,1.2047198042680791,-0.19841592487980758,-0.24522612503910754,4,2,1,1
1,2,1,7/22/2012,-0.45791588377248493,-1.465714979389586,-1.4870213561997836,-0.8039004507749706,-1.4130256180091534,2,3,4,1
